"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"2441","218206_x_at","SCAND1","51282","SCAN domain containing 1",-0.936197607601549,9.21695866547707,-4.92306918834132,0.000115491061405311,0.000584300720055726,0.937789014562569
"2442","218209_s_at","RPRD1A","55197","regulation of nuclear pre-mRNA domain containing 1A",0.794207821239304,7.50060045847879,3.44699967599723,0.00293900665647995,0.00666213366011465,-2.27280536663615
"2443","218212_s_at","MOCS2","4338","molybdenum cofactor synthesis 2",-0.23915297253376,7.83759555767005,-1.0234991801711,0.31987997428346,0.364464904267214,-6.49175211208671
"2444","218214_at","ATG101","60673","autophagy related 101",-0.869607674234354,9.46551102969599,-4.67166323833054,0.000198788589291896,0.000874387823254142,0.394137353323274
"2445","218221_at","ARNT","405","aryl hydrocarbon receptor nuclear translocator",0.519406174420458,5.72094653792324,2.48553418170911,0.0231930055549246,0.0359248302826279,-4.25146036404364
"2446","218224_at","PNMA1","9240","PNMA family member 1",-0.872402179911843,9.25664098250042,-4.57848315618771,0.000243441213392056,0.000997240690526772,0.191644363015461
"2447","218228_s_at","TNKS2","80351","tankyrase 2",1.02053688535758,7.26514383963755,4.6896568930427,0.000191175506247433,0.000851774777116798,0.433184582514151
"2448","218230_at","ARFIP1","27236","ADP ribosylation factor interacting protein 1",0.999396665809569,6.52161725613431,4.73618958346303,0.000172833927368991,0.000794011855843714,0.534072926607113
"2449","218235_s_at","UTP11","51118","UTP11, small subunit processome component",0.317797721355944,9.11290082360131,1.55238787546826,0.138294960419296,0.172229988859533,-5.84146567319681
"2450","218236_s_at","PRKD3","23683","protein kinase D3",1.33085002159565,7.2364204945738,5.7891594594865,1.87123801308118e-05,0.000148406881804725,2.7672471320393
"2451","218237_s_at","SLC38A1","81539","solute carrier family 38 member 1",1.09544205145824,10.3491279173904,5.21734289880756,6.16404888945743e-05,0.000358625058277814,1.5678468707991
"2452","218246_at","MUL1","79594","mitochondrial E3 ubiquitin protein ligase 1",-0.540226722980165,8.4955355545082,-2.90340071286652,0.00960619814658058,0.0173493421389321,-3.4183443742762
"2453","218247_s_at","MEX3C","51320","mex-3 RNA binding family member C",-0.674143698887345,6.70326579413157,-3.02557545773883,0.00738165693048768,0.0139961082995847,-3.16574183408533
"2454","218250_s_at","CNOT7","29883","CCR4-NOT transcription complex subunit 7",0.258369843186065,10.0841703335321,1.18571962825008,0.251432834045591,0.293780413856585,-6.31617323215442
"2455","218251_at","MID1IP1","58526","MID1 interacting protein 1",-0.889114723702813,8.80124346265224,-4.66855371415814,0.000200135152057065,0.000879063890267647,0.387387606771155
"2456","218252_at","CKAP2","26586","cytoskeleton associated protein 2",0.479375212608494,8.27118758611571,2.28542713652391,0.0348760864870687,0.0507035837770277,-4.62895958766976
"2457","218256_s_at","NUP54","53371","nucleoporin 54",0.347746824682663,7.60005252281265,1.51964914885275,0.146289237672445,0.181167302724542,-5.88792830894644
"2458","218258_at","POLR1D","51082","RNA polymerase I and III subunit D",0.987535044501806,9.17137576704844,5.11922338923329,7.59190412115084e-05,0.000417420118434198,1.35861946753738
"2459","218259_at","MRTFB","57496","myocardin related transcription factor B",1.46770635100399,7.19106027883838,6.62038357976411,3.56234507657031e-06,4.60770880376249e-05,4.43963148303408
"2460","218262_at","RMND5B","64777","required for meiotic nuclear division 5 homolog B",0.528617101332436,7.58856208116535,2.71593200423772,0.0143259191283613,0.0240784147517878,-3.79864970517407
"2461","218264_at","BCCIP","56647","BRCA2 and CDKN1A interacting protein",-0.674743456358643,7.49804972439211,-3.54756822106028,0.00235486280856562,0.00558716876003213,-2.05606448480513
"2462","218268_at","TBC1D15","64786","TBC1 domain family member 15",0.730337768681066,6.55635540070989,3.62753138335891,0.00197393350404159,0.00481602501654836,-1.88303068103697
"2463","218269_at","DROSHA","29102","drosha ribonuclease III",0.872321675141178,9.68513921017611,4.61055328417123,0.000227024494790475,0.00094751407583481,0.261389074501888
"2464","218273_s_at","PDP1","54704","pyruvate dehyrogenase phosphatase catalytic subunit 1",-0.812692526776622,6.62052567527311,-4.41656491595851,0.000346715676577826,0.00129700519189104,-0.161193414859826
"2465","218283_at","SS18L2","51188","SS18 like 2",-0.718709737928799,9.2715801746221,-3.81995737225204,0.00129033840467714,0.00349291267346394,-1.46469863822068
"2466","218288_s_at","CCDC90B","60492","coiled-coil domain containing 90B",1.07732494438192,7.56303463797572,5.40245909545939,4.17269857979313e-05,0.000267899343601211,1.96001770766125
"2467","218295_s_at","NUP50","10762","nucleoporin 50",-0.237160469300568,8.18914919139078,-1.03807878519677,0.313230117983802,0.358026758521109,-6.47689683289217
"2468","218302_at","PSENEN","55851","presenilin enhancer, gamma-secretase subunit",0.191687917900191,8.438700514592,0.910751895391798,0.37468273138278,0.420061876362256,-6.60026182059499
"2469","218303_x_at","KRCC1","51315","lysine rich coiled-coil 1",-0.761617439484086,7.22137748502936,-3.28563443654561,0.00418900716656706,0.00886092170772472,-2.61803545195485
"2470","218305_at","IPO4","79711","importin 4",-0.406266323733313,8.65931994914655,-1.91444699265465,0.0718971930925397,0.0956470166366219,-5.28057500584238
"2471","218306_s_at","HERC1","8925","HECT and RLD domain containing E3 ubiquitin protein ligase family member 1",1.37318400017178,6.7007102484819,7.17912880484871,1.23083651014136e-06,2.28552336404093e-05,5.51135349431091
"2472","218308_at","TACC3","10460","transforming acidic coiled-coil containing protein 3",0.778282855113648,8.48803667692026,4.12071561400437,0.000664223396258491,0.00214557994978915,-0.807745381016281
"2473","218311_at","MAP4K3","8491","mitogen-activated protein kinase kinase kinase kinase 3",1.05919309737391,4.09808537875565,4.72540060922455,0.000176920461063677,0.000809189306428411,0.510693040224759
"2474","218319_at","PELI1","57162","pellino E3 ubiquitin protein ligase 1",-1.00323339852138,4.93139810278821,-5.15853406686508,6.98304433988226e-05,0.000392290226412589,1.44255245756979
"2475","218324_s_at","SPATS2","65244","spermatogenesis associated serine rich 2",0.775829345128024,6.74329832982828,4.1293903481187,0.00065164475561654,0.00211154690404064,-0.788774945691992
"2476","218326_s_at","LGR4","55366","leucine rich repeat containing G protein-coupled receptor 4",1.52373094137952,6.11893182303244,6.79771078077865,2.53083045681665e-06,3.68455645379738e-05,4.78444703762709
"2477","218330_s_at","NAV2","89797","neuron navigator 2",2.01230377160918,7.37692530004343,8.27882852266159,1.71789351589754e-07,5.66722105616836e-06,7.4938711304276
"2478","218331_s_at","FAM208B","54906","family with sequence similarity 208 member B",1.19133334902941,7.33151562980504,5.21002993191336,6.26028881321649e-05,0.000362185738988514,1.5522842357152
"2479","218339_at","MRPL22","29093","mitochondrial ribosomal protein L22",0.727677761283903,8.95535404729897,3.37647706465472,0.00343205305026612,0.00756955654969789,-2.42410648813967
"2480","218340_s_at","UBA6","55236","ubiquitin like modifier activating enzyme 6",1.00459945602287,6.98705725594286,4.22039853013452,0.000533307099681085,0.00180939312484797,-0.58976177386219
"2481","218343_s_at","GTF3C3","9330","general transcription factor IIIC subunit 3",0.556747347465604,7.95226262300234,2.9637150141502,0.00843701547000496,0.0156891827138157,-3.29406851097642
"2482","218346_s_at","SESN1","27244","sestrin 1",-1.0646190910498,7.34006648259197,-5.52048436003571,3.260466213027e-05,0.000221240825527281,2.20818326741044
"2483","218347_at","TYW1","55253","tRNA-yW synthesizing protein 1 homolog",1.12803043083269,7.89274874768595,6.19437296153427,8.24089752487285e-06,7.9610664251186e-05,3.59379064986056
"2484","218349_s_at","ZWILCH","55055","zwilch kinetochore protein",0.396432961328786,8.86070105833429,1.94342300647457,0.0680675672558781,0.0909424929170521,-5.23224843460138
"2485","218356_at","MRM2","29960","mitochondrial rRNA methyltransferase 2",-0.671183721806553,8.77410746953223,-3.36601160123979,0.00351186830264766,0.00769632763710981,-2.44650588342514
"2486","218362_s_at","DIS3","22894","DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease",-1.4869566024513,5.27284126159964,-6.35148814559039,6.03125767941716e-06,6.33955559852684e-05,3.90857235602935
"2487","218364_at","LRRFIP2","9209","LRR binding FLII interacting protein 2",1.29465253630919,7.32965310702895,7.04757388304944,1.57474038218906e-06,2.72808375707724e-05,5.26292488643151
"2488","218366_x_at","METTL17","64745","methyltransferase like 17",-0.630503080024438,9.25658896176445,-3.22345990397061,0.00479948540121907,0.00991174716786931,-2.75005906289178
"2489","218367_x_at","USP21","27005","ubiquitin specific peptidase 21",-0.692113774307389,7.72101137518956,-3.5970301800018,0.00211141277678638,0.00509088088881073,-1.94909878429586
"2490","218372_at","MED9","55090","mediator complex subunit 9",-0.525040824805028,7.5823554258031,-2.75593295517031,0.013161674938727,0.0224748645291808,-3.71831759831702
"2491","218374_s_at","C12orf4","57102","chromosome 12 open reading frame 4",0.521741451005618,6.73975939472651,2.71906940938542,0.0142311500404274,0.0239321021016082,-3.79236600028528
"2492","218382_s_at","U2AF2","11338","U2 small nuclear RNA auxiliary factor 2",0.0424252314486182,8.10952450348837,0.19397077663635,0.848411089736761,0.865800748073549,-7.00539488877009
"2493","218386_x_at","USP16","10600","ubiquitin specific peptidase 16",0.776828757096196,7.74118289233422,4.09688918924039,0.000700045419279568,0.00222870394074291,-0.859849133969494
"2494","218387_s_at","PGLS","25796","6-phosphogluconolactonase",-0.0730696285055501,8.08411321999432,-0.323829759340582,0.74986819335904,0.776346792946208,-6.9702897120447
"2495","218395_at","ACTR6","64431","ARP6 actin related protein 6 homolog",0.526255828098526,6.33501323892859,2.36265569873295,0.02983404332037,0.0441811692151228,-4.48518747386241
"2496","218396_at","VPS13C","54832","vacuolar protein sorting 13 homolog C",0.450411438007446,7.29168729668653,2.18283213030541,0.0427982184740198,0.0604359177996063,-4.81591265956758
"2497","218397_at","FANCL","55120","FA complementation group L",1.32276010270051,6.64251840821769,5.87539836690432,1.56876324825708e-05,0.000129284611742734,2.9448784500988
"2498","218400_at","OAS3","4940","2'-5'-oligoadenylate synthetase 3",-0.454292492370308,7.44870523926098,-2.27515252581491,0.0356035634726701,0.051471631854895,-4.64789497728297
"2499","218401_s_at","ZNF281","23528","zinc finger protein 281",-0.655175141138568,7.06689140272335,-2.57277842560473,0.0193519467992745,0.0308378145038798,-4.08209354266865
"2500","218403_at","TRIAP1","51499","TP53 regulated inhibitor of apoptosis 1",-0.883355494550578,9.92329000559446,-4.82692726907334,0.0001420520843265,0.000680840051771987,0.730401706243357
"2501","218405_at","ABT1","29777","activator of basal transcription 1",-0.847048636250044,8.5516212577939,-4.51405685791976,0.000280160964807911,0.00111239328024242,0.0513833555927263
"2502","218409_s_at","DNAJC1","64215","DnaJ heat shock protein family (Hsp40) member C1",0.609792475732138,7.80551216788662,3.2529456255721,0.00449979058530595,0.0094028642891063,-2.68752394597154
"2503","218412_s_at","GTF2IRD1","9569","GTF2I repeat domain containing 1",1.61271028858075,8.76837740423412,8.73340669186169,7.96788068724549e-08,3.31563352646692e-06,8.26515764018294
"2504","218420_s_at","PROSER1","80209","proline and serine rich 1",-0.396464929553312,6.89333049638808,-1.86854216657775,0.0783570911720679,0.103090937515733,-5.35615885119562
"2505","218421_at","CERK","64781","ceramide kinase",0.53042400560679,9.04153128338678,2.66371002215262,0.015994800899602,0.0263588492721341,-3.90280357229667
"2506","218422_s_at","RBM26","64062","RNA binding motif protein 26",0.861027903223218,7.35915868528828,3.07846573501522,0.00658213975635239,0.0127570096152805,-3.05537487268906
"2507","218423_x_at","VPS54","51542","VPS54, GARP complex subunit",0.877433656995102,6.64259472733912,4.76527493676697,0.000162289490231389,0.000757921248806532,0.597064416357271
"2508","218425_at","RNF216","54476","ring finger protein 216",0.714426491293731,6.26003458600471,3.75188841881331,0.0014997961837788,0.00392809794417066,-1.61294157713391
"2509","218428_s_at","REV1","51455","REV1, DNA directed polymerase",0.416469876041307,5.56135483450261,1.6552623285696,0.115521979495866,0.146158163368699,-5.69065388728313
"2510","218432_at","FBXO3","26273","F-box protein 3",-0.319986692348541,6.02209382713258,-1.41845742460943,0.1734531617324,0.210602292299206,-6.02667040559312
"2511","218443_s_at","DAZAP1","26528","DAZ associated protein 1",0.253308918228739,7.84587781957906,1.03350418749593,0.315305901420606,0.360001325591053,-6.48157795537156
"2512","218462_at","RPF1","80135","ribosome production factor 1 homolog",0.295429624495107,9.44430842677813,1.52160978371309,0.145799886463656,0.180893747940634,-5.88516709096683
"2513","218463_s_at","MUS81","80198","MUS81 structure-specific endonuclease subunit",0.850567108676968,8.22926998573642,4.52561593987715,0.000273181484754803,0.0010930784312576,0.0765622276135396
"2514","218467_at","PSMG2","56984","proteasome assembly chaperone 2",1.10259080545077,9.36492045082166,5.28404079872951,5.35327138269626e-05,0.000324862907196499,1.70954530847829
"2515","218469_at","GREM1","26585","gremlin 1, DAN family BMP antagonist",0.342516298321706,6.36318833637447,1.14381974913923,0.267957194691824,0.31151824084237,-6.36366164184581
"2516","218472_s_at","PELO","53918","pelota mRNA surveillance and ribosome rescue factor",-1.3005458266663,9.41044543794128,-6.88837038349384,2.12849535777504e-06,3.31681613289468e-05,4.95905891904032
"2517","218474_s_at","KCTD5","54442","potassium channel tetramerization domain containing 5",-0.646210799932172,8.43356075244746,-3.371481178571,0.00346992852293109,0.00762597331651971,-2.43480105883256
"2518","218478_s_at","ZCCHC8","55596","zinc finger CCHC-type containing 8",0.158223573033019,6.88693015633106,0.738871792413369,0.4696860239269,0.515209182949175,-6.74328439588626
"2519","218486_at","KLF11","8462","Kruppel like factor 11",-1.07355932533833,6.97182471220515,-5.76729178617616,1.95708904685978e-05,0.000154033835896248,2.72206151090427
"2520","218487_at","ALAD","210","aminolevulinate dehydratase",-0.710636237708806,7.02815170807964,-3.63482333939197,0.00194240782462005,0.00475406997959494,-1.86722440620139
"2521","218490_s_at","ZNF302","55900","zinc finger protein 302",-1.11765838449897,5.91846297826635,-5.05832538923135,8.64437569261135e-05,0.000462974249098235,1.22831961920839
"2522","218499_at","STK26","51765","serine/threonine kinase 26",0.300739557860117,8.01574325963161,1.26154532434638,0.223511903582325,0.264748056917033,-6.22656289207088
"2523","218502_s_at","TRPS1","7227","transcriptional repressor GATA binding 1",0.933228979715038,5.40641585198513,4.87373957692325,0.000128418597840368,0.000634117948890098,0.831465964274859
"2524","218505_at","WDR59","79726","WD repeat domain 59",0.690107786646732,6.82637536203983,3.68325994156829,0.00174535263650277,0.00440027522422365,-1.76212810960628
"2525","218507_at","HILPDA","29923","hypoxia inducible lipid droplet associated",-0.550727123564458,8.1056662429717,-2.90188168711676,0.00963758109973648,0.0173756622036528,-3.42146301678543
"2526","218510_x_at","RETREG1","54463","reticulophagy regulator 1",0.319912477137079,7.55316173878083,1.08187267898118,0.293852413841318,0.33774512057892,-6.43116257325486
"2527","218514_at","SMG8","55181","SMG8, nonsense mediated mRNA decay factor",-1.73230150969651,8.89315265504571,-9.27174995567658,3.31466685299171e-08,1.71313031852122e-06,9.14353816352356
"2528","218518_at","FAM13B","51306","family with sequence similarity 13 member B",0.976046678284765,6.51915455858534,4.7006498695577,0.000186671047614918,0.000840155179468593,0.457030544436755
"2529","218519_at","SLC35A5","55032","solute carrier family 35 member A5",0.658479952336123,6.80152360498361,3.43446419336674,0.00302121418831028,0.00681366196214558,-2.29974346674199
"2530","218520_at","TBK1","29110","TANK binding kinase 1",0.431408049693329,7.66761294468319,2.25507557127511,0.0370657895432458,0.0533382538911963,-4.68476137313272
"2531","218522_s_at","MAP1S","55201","microtubule associated protein 1S",-0.863731270414416,7.01644561269849,-3.86742388839495,0.00116184679904621,0.00324000622647688,-1.36119183765573
"2532","218527_at","APTX","54840","aprataxin",0.483896609734179,8.55921131658352,2.51827389514177,0.0216740728099735,0.0338937467391466,-4.18822095536756
"2533","218535_s_at","RIOK2","55781","RIO kinase 2",-0.856269997523814,8.84861316991537,-4.43391562908444,0.000333794824547575,0.00126499658168005,-0.123335378553516
"2534","218541_s_at","TCIM","56892","transcriptional and immune response regulator",-1.10462168324187,8.2833337645609,-4.67512794913072,0.000197299066679352,0.000869225201485041,0.401657435403504
"2535","218542_at","CEP55","55165","centrosomal protein 55",0.784911968741241,8.41058487540378,3.91650904940056,0.00104243356496984,0.00301266214815608,-1.25406176383798
"2536","218544_s_at","RCL1","10171","RNA terminal phosphate cyclase like 1",0.578364945001324,8.54342998017355,2.84636830992607,0.0108549560249562,0.0192020642517907,-3.53503842657329
"2537","218545_at","CCDC91","55297","coiled-coil domain containing 91",1.01642899659323,6.1581231103245,5.29838535794831,5.19368091373157e-05,0.000317664783303385,1.73996248812124
"2538","218546_at","C1orf115","79762","chromosome 1 open reading frame 115",-0.681858260760235,6.22677105704254,-3.59548074936462,0.00211864526768845,0.00510086876948905,-1.95245288096245
"2539","218555_at","ANAPC2","29882","anaphase promoting complex subunit 2",-0.307847473992979,8.54717559814205,-1.38798525198211,0.182394395069761,0.220508779380635,-6.06696960222038
"2540","218558_s_at","MRPL39","54148","mitochondrial ribosomal protein L39",0.796926481345949,8.72838021717452,3.9002977515463,0.00108044574082301,0.00307664117749509,-1.28945289055826
"2541","218559_s_at","MAFB","9935","MAF bZIP transcription factor B",-1.40025070023834,6.9548410539937,-6.40895995293946,5.38489382089656e-06,5.94225511687957e-05,4.02289755219975
"2542","218560_s_at","JMJD4","65094","jumonji domain containing 4",0.516290960320793,6.57905127964535,2.54435911609527,0.0205316401858334,0.0323627638872881,-4.13755946460594
"2543","218564_at","RFWD3","55159","ring finger and WD repeat domain 3",0.501932858516998,6.25246503921737,1.77903864557817,0.0924402063091385,0.119839916289565,-5.49996441080988
"2544","218566_s_at","CHORDC1","26973","cysteine and histidine rich domain containing 1",0.791869954484414,8.29135163879859,3.48917427603437,0.00267834648031295,0.0061843279489579,-2.18204318432866
"2545","218568_at","AGK","55750","acylglycerol kinase",0.593859770421338,6.2471013345077,3.04866737888747,0.00702158338953579,0.013465633946166,-3.11762659100355
"2546","218577_at","LRRC40","55631","leucine rich repeat containing 40",1.19029626493395,7.73525096300227,5.25017060513759,5.75035259873426e-05,0.000339008429822717,1.63764330196279
"2547","218578_at","CDC73","79577","cell division cycle 73",1.73518181138331,7.04223436902012,8.22723793237892,1.87749633034853e-07,5.88092537415232e-06,7.40458495080272
"2548","218583_s_at","DCUN1D1","54165","defective in cullin neddylation 1 domain containing 1",0.478032739004557,7.23709614653013,2.57226588723949,0.0193726416208518,0.0308549366544743,-4.08309632761979
"2549","218585_s_at","DTL","51514","denticleless E3 ubiquitin protein ligase homolog",1.35044522114907,8.47826320986645,5.86771897317406,1.593526241518e-05,0.000130383242083043,2.9290976773615
"2550","218586_at","MRGBP","55257","MRG domain binding protein",-0.216496926212086,7.85160777173861,-0.988748298536805,0.336132548737812,0.381253487065089,-6.52640607859828
"2551","218587_s_at","POGLUT1","56983","protein O-glucosyltransferase 1",-0.477587500803827,7.83192224359447,-2.15769672462461,0.0449765030226331,0.063162387442,-4.86097440607871
"2552","218590_at","TWNK","56652","twinkle mtDNA helicase",-1.30601297780942,8.1577062087693,-5.7619414358112,1.97870531517171e-05,0.000154283199818164,2.71099721830824
"2553","218593_at","RBM28","55131","RNA binding motif protein 28",0.345280710957963,7.95274053906187,1.73515514854829,0.10011930511296,0.128558991782728,-5.56868640980883
"2554","218594_at","HEATR1","55127","HEAT repeat containing 1",0.511263204306051,8.66863611510082,2.4326768568098,0.0258586667671197,0.0393849340102348,-4.35271854149581
"2555","218597_s_at","CISD1","55847","CDGSH iron sulfur domain 1",-0.0104970558267805,9.92139962039052,-0.0440865122172531,0.965329804680299,0.968349179184624,-7.02407782428072
"2556","218602_s_at","HAUS6","54801","HAUS augmin like complex subunit 6",0.202424232344964,4.44360202812588,0.793215089025907,0.438174015148527,0.483206835339823,-6.70105547437539
"2557","218605_at","TFB2M","64216","transcription factor B2, mitochondrial",-0.591472089868136,8.75261150783956,-3.08400041796518,0.00650352519016115,0.0126362353475499,-3.04379266673045
"2558","218611_at","IER5","51278","immediate early response 5",-2.57672926994818,8.99598453532688,-13.2620564243156,1.27617320459623e-10,6.59568851242153e-08,14.6268641155608
"2559","218616_at","INTS12","57117","integrator complex subunit 12",-0.425831259531387,7.58053314273962,-2.12581967046455,0.047884899621171,0.0666476991585508,-4.91768599595189
"2560","218618_s_at","FNDC3B","64778","fibronectin type III domain containing 3B",2.35707426069407,7.90094714917304,10.8014723408392,3.2797157544474e-09,4.77139243019945e-07,11.4457785200729
"2561","218619_s_at","SUV39H1","6839","suppressor of variegation 3-9 homolog 1",-0.662705763230271,8.69432530989016,-3.59772030326283,0.00210819929934604,0.00508756889281872,-1.94760478810423
"2562","218622_at","NUP37","79023","nucleoporin 37",1.08201508988678,8.51117385870212,5.35411682975669,4.61853686859492e-05,0.000291099244502294,1.8579412752728
"2563","218626_at","EIF4ENIF1","56478","eukaryotic translation initiation factor 4E nuclear import factor 1",0.743259112500381,6.98535799418143,3.76372438333654,0.0014610776832391,0.00384618157531786,-1.58718279001733
"2564","218633_x_at","ABHD10","55347","abhydrolase domain containing 10",-0.768923900938463,8.73182045184334,-4.29602559852968,0.000451623251557262,0.00158965233039622,-0.424442643625683
"2565","218640_s_at","PLEKHF2","79666","pleckstrin homology and FYVE domain containing 2",-1.07209888766656,6.58806782879137,-5.26543234420353,5.56782078179493e-05,0.000334655068192745,1.67005604889632
"2566","218641_at","C11orf95","65998","chromosome 11 open reading frame 95",-1.13880548057727,7.50658631625557,-5.68615696896344,2.31270632935235e-05,0.00016925963717901,2.55391204965658
"2567","218642_s_at","CHCHD7","79145","coiled-coil-helix-coiled-coil-helix domain containing 7",-1.47288866323612,7.54087879366369,-7.71712415676102,4.60400061405553e-07,1.08159135637774e-05,6.5021639903382
"2568","218645_at","ZNF277","11179","zinc finger protein 277",1.37772419844216,5.76293985015531,7.14853743776877,1.30314529213994e-06,2.36318921106781e-05,5.45380025584941
"2569","218647_s_at","YRDC","79693","yrdC N6-threonylcarbamoyltransferase domain containing",-1.17276088372962,8.09769047594732,-5.94169947913797,1.37078710231173e-05,0.000116460569979964,3.08082016815218
"2570","218648_at","CRTC3","64784","CREB regulated transcription coactivator 3",1.39046427779575,9.04255584976508,7.30924951146812,9.66851928627584e-07,1.93432763269299e-05,5.75469622118039
"2571","218649_x_at","NEMF","9147","nuclear export mediator factor",0.971019688169174,7.18748294467672,4.53724942665582,0.000266335186326202,0.00107679975592901,0.101897235343555
"2572","218651_s_at","LARP6","55323","La ribonucleoprotein domain family member 6",-1.38555350335276,7.33433664310908,-6.76295319018026,2.70532042732364e-06,3.84825625923422e-05,4.71720170132778
"2573","218656_s_at","LHFPL6","10186","LHFPL tetraspan subfamily member 6",0.667915390473507,6.04181818391246,3.09951322832367,0.00628803229259023,0.0122945700752347,-3.0112974317898
"2574","218659_at","ASXL2","55252","ASXL transcriptional regulator 2",1.04187747764313,8.00196266824319,5.03001469033344,9.18337046753886e-05,0.000486797125125436,1.16763429478018
"2575","218662_s_at","NCAPG","64151","non-SMC condensin I complex subunit G",1.14502912371468,7.37634798317091,5.74690390932658,2.04078578991468e-05,0.000157034162147033,2.67988190502576
"2576","218667_at","PJA1","64219","praja ring finger ubiquitin ligase 1",-0.717646307734421,8.52796518220281,-3.69840855420408,0.00168791231126334,0.00429034104690788,-1.72922419066663
"2577","218668_s_at","RAP2C","57826","RAP2C, member of RAS oncogene family",-0.15504002717572,6.73768301879924,-0.724072714121784,0.478498423225502,0.523129102084287,-6.75429730064977
"2578","218670_at","PUS1","80324","pseudouridine synthase 1",-0.658209352830704,7.26181950860515,-3.0819793064574,0.00653212627872515,0.0126838594804801,-3.04802287026553
"2579","218676_s_at","PCTP","58488","phosphatidylcholine transfer protein",-0.487288696806336,6.85337110182177,-2.57517330939157,0.0192555258367695,0.0306999411927107,-4.07740674688325
"2580","218678_at","NES","10763","nestin",-0.30551579858974,7.87899610636505,-1.46516957693342,0.160441037542089,0.197040656403175,-5.96355173882452
"2581","218682_s_at","SLC4A1AP","22950","solute carrier family 4 member 1 adaptor protein",0.551017526266667,7.47871721326118,2.81762592818131,0.0115422520322076,0.0202331959026997,-3.59352987074631
"2582","218683_at","PTBP2","58155","polypyrimidine tract binding protein 2",0.499300658487392,6.66905567390094,2.56624521642784,0.0196173152304817,0.0311645976074404,-4.09486907980943
"2583","218684_at","LRRC8D","55144","leucine rich repeat containing 8 VRAC subunit D",0.743632852306886,8.96435495043031,3.90324834724346,0.0010734252128058,0.00307074869456714,-1.28301205520409
"2584","218694_at","ARMCX1","51309","armadillo repeat containing X-linked 1",-0.487846153853162,5.73029624589648,-2.38844073181325,0.0283079357725788,0.0422243166498152,-4.4366336849627
"2585","218698_at","APIP","51074","APAF1 interacting protein",0.569964312826071,7.76595072281348,2.76312236392822,0.0129622792941351,0.0221832384608792,-3.70383027787622
"2586","218701_at","LACTB2","51110","lactamase beta 2",0.581659359032709,5.13643604928588,2.90394204638703,0.00959503814512205,0.0173438242711354,-3.41723285032905
"2587","218705_s_at","SNX24","28966","sorting nexin 24",1.192569572492,6.02687882407141,6.50034587971119,4.50083685630538e-06,5.26682833637849e-05,4.20377105120571
"2588","218708_at","NXT1","29107","nuclear transport factor 2 like export factor 1",-1.15034953588412,8.81755000559198,-6.19805128354081,8.18058454333836e-06,7.92749770902883e-05,3.60119739929027
"2589","218710_at","TTC27","55622","tetratricopeptide repeat domain 27",0.745423776067613,7.23819831136758,3.61350150463205,0.00203602861724403,0.00493619551035594,-1.91343017542439
"2590","218712_at","C1orf109","54955","chromosome 1 open reading frame 109",-0.93279913632855,7.09709163890513,-4.66643950422723,0.000201055995045768,0.0008806138992047,0.382798040500453
"2591","218713_at","ICE2","79664","interactor of little elongation complex ELL subunit 2",0.764153611352808,6.70311156130927,3.7741720690203,0.00142773107114564,0.00377763997578722,-1.56443874473199
"2592","218715_at","UTP6","55813","UTP6, small subunit processome component",0.71951911735874,8.64811698216889,3.85374315225827,0.00119750710673242,0.00331264008740165,-1.39103432602714
"2593","218717_s_at","P3H2","55214","prolyl 3-hydroxylase 2",0.548104034662385,8.56224168280314,2.93213128298919,0.00903091737560499,0.0165611323369314,-3.3592534782298
"2594","218718_at","PDGFC","56034","platelet derived growth factor C",2.04331265163025,8.22105265535012,8.85751597614487,6.48909608677222e-08,2.83418126268742e-06,8.47098136997771
"2595","218721_s_at","ODR4","54953","odr-4 GPCR localization factor homolog",0.337245633179201,7.45964952323045,1.71464877674069,0.103893295326928,0.132854890230435,-5.60038438035868
"2596","218723_s_at","RGCC","28984","regulator of cell cycle",-0.362708603082104,6.00942749723957,-1.34760523300144,0.194810535050377,0.233787720275239,-6.11928695480114
"2597","218726_at","HJURP","55355","Holliday junction recognition protein",0.588440959086306,8.75629844723968,2.85514835603733,0.0106529920485581,0.0189095182270056,-3.51712754024543
"2598","218732_at","PTRH2","51651","peptidyl-tRNA hydrolase 2",-0.541386225198826,9.30768435423159,-2.65326364898764,0.0163502132458705,0.0268053627909298,-3.92353693251958
"2599","218735_s_at","ZNF544","27300","zinc finger protein 544",1.18289082884675,7.81640661830232,5.90936986257834,1.46388697143076e-05,0.000121702774756214,3.01460076759418
"2600","218736_s_at","PALMD","54873","palmdelphin",0.668984617639285,7.50059541877853,3.18111629150659,0.00526439913537545,0.0106857693605796,-2.83961221661424
"2601","218739_at","ABHD5","51099","abhydrolase domain containing 5",0.671599407391562,8.27041831694478,3.29199561616121,0.00413103116064752,0.00875022379041527,-2.60449420563315
"2602","218744_s_at","PACSIN3","29763","protein kinase C and casein kinase substrate in neurons 3",0.727228149159685,7.29459751950393,3.59114608893773,0.00213900984411359,0.00513793146909082,-1.96183513804695
"2603","218748_s_at","EXOC5","10640","exocyst complex component 5",0.60349376771202,6.90207032012885,1.76294376900611,0.0951949272138387,0.122897364400547,-5.52530847546945
